id,recurring_expression,client_id,created_at,start_time,end_time,terminated_time
8ca274ad-9c8d-421f-8b71-27f71b914ebc,"{""rrule"": ""DTSTART:20220120T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220120T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-01-19,2022-01-20,2022-01-20,
f73276e3-c792-40a7-8305-ef876c20fbd4,"{""rrule"": ""DTSTART:20220119T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220119T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-01-18,2022-01-19,2022-01-19,
38db259b-ed75-4dd8-a446-c070e3a9bad0,"{""rrule"": ""DTSTART:20220121T140000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-01-20,2022-01-21,2022-01-21,
8e205ab8-69d4-43eb-bef3-2233bd1a7504,"{""rrule"": ""DTSTART:20220123T180000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-01-22,2022-01-23,2022-01-23,
1774a4d2-e0ff-4f63-868c-cbdbca3c028b,"{""rrule"": ""DTSTART:20220125T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220125T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-01-24,2022-01-25,2022-01-25,
84959f26-d96e-45e2-a7b2-6d82366cd4b5,"{""rrule"": ""DTSTART:20220124T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220124T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-01-23,2022-01-24,2022-01-24,
71f1300f-c467-4cc3-9e63-f1ad4a0e0a7e,"{""rrule"": ""DTSTART:20220127T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220127T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-01-26,2022-01-27,2022-01-27,
fee0bcc3-598b-424b-a8ba-29b6e698da05,"{""rrule"": ""DTSTART:20220126T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220126T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-01-25,2022-01-26,2022-01-26,
0a9b419f-ba40-4012-8437-fb7daf141e77,"{""rrule"": ""DTSTART:20220128T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220128T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-01-27,2022-01-28,2022-01-28,
3a5af1ac-9634-4eb6-8875-61cafe2fd567,"{""rrule"": ""DTSTART:20220130T180000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220130T180000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-01-29,2022-01-30,2022-01-30,
9353ad36-6197-4d3a-9ce7-3cfd880d5f27,"{""rrule"": ""DTSTART:20220131T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220131T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-01-30,2022-01-31,2022-01-31,
a090b879-e970-4fe1-a4de-6125028f323c,"{""rrule"": ""DTSTART:20220131T180000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-01-30,2022-01-31,2022-01-31,
c2bea962-0bd2-44f6-9b59-59e6cb504b09,"{""rrule"": ""DTSTART:20220106T170000\nRRULE:FREQ=DAILY;UNTIL=20220209T170000\nEXDATE:20220107T170000,20220108T170000,20220109T170000,20220112T170000,20220115T170000,20220116T170000,20220119T170000,20220121T170000,20220122T170000,20220123T170000,20220124T170000,20220125T170000,20220127T170000,20220128T170000,20220129T170000,20220130T170000,20220131T170000,20220201T170000,20220202T170000,20220203T170000,20220204T170000,20220205T170000,20220206T170000,20220207T170000,20220208T170000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-01-05,2022-01-06,,
5a5fd681-a9d3-429a-86bf-4fb15d3032db,"{""rrule"": ""DTSTART:20220208T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220208T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-07,2022-02-08,2022-02-08,
4513a6e4-c4b6-4f6d-965e-36378cd904a4,"{""rrule"": ""DTSTART:20220207T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220207T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-06,2022-02-07,2022-02-07,
13f42e79-3241-4131-922e-e86db1f4a09e,"{""rrule"": ""DTSTART:20220210T140000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-09,2022-02-10,2022-02-10,
6320ebfc-2ac5-4fd6-86c3-f1af68bb27e0,"{""rrule"": ""DTSTART:20220209T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220209T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-08,2022-02-09,2022-02-09,
f54c0b9a-09de-4c32-955d-2481a7ddeaf0,"{""rrule"": ""DTSTART:20210601T131400\nRRULE:FREQ=DAILY;UNTIL=20220215T131400\nEXDATE:20210603T131400,20210605T131400,20210619T131400,20210621T131400,20210623T131400,20210712T131400,20210716T131400,20210718T131400,20210723T131400,20210730T131400,20210814T131400,20210826T131400,20210827T131400,20210828T131400,20210907T131400,20210908T131400,20210914T131400,20210915T131400,20210919T131400,20210924T131400,20210926T131400,20211001T131400,20211002T131400,20211003T131400,20211012T131400,20211020T131400,20211024T131400,20211025T131400,20211103T131400,20211107T131400,20211110T131400,20211114T131400,20211117T131400,20211120T131400,20211122T131400,20211130T131400,20211203T131400,20211204T131400,20211206T131400,20211210T131400,20211212T131400,20211213T131400,20211214T131400,20211215T131400,20211216T131400,20211218T131400,20211219T131400,20211224T131400,20211225T131400,20211230T131400,20220102T131400,20220104T131400,20220107T131400,20220108T131400,20220109T131400,20220110T131400,20220111T131400,20220115T131400,20220121T131400,20220126T131400,20220127T131400,20220129T131400,20220130T131400,20220201T131400,20220202T131400,20220203T131400,20220205T131400,20220206T131400,20220207T131400,20220213T131400,20220214T131400"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2021-06-01,2021-06-01,,
0dc47f99-476c-4004-9ba3-0286952f7b3c,"{""rrule"": ""DTSTART:20210627T214500\nRRULE:FREQ=DAILY;UNTIL=20220215T214500\nEXDATE:20210723T214500,20210726T214500,20210727T214500,20210728T214500,20210818T214500,20210821T214500,20210822T214500,20210825T214500,20210826T214500,20210827T214500,20210828T214500,20210907T214500,20210910T214500,20210911T214500,20210915T214500,20210916T214500,20210917T214500,20210919T214500,20210921T214500,20210923T214500,20210925T214500,20210927T214500,20210928T214500,20210929T214500,20210930T214500,20211001T214500,20211002T214500,20211003T214500,20211004T214500,20211005T214500,20211006T214500,20211007T214500,20211008T214500,20211009T214500,20211012T214500,20211013T214500,20211014T214500,20211015T214500,20211016T214500,20211017T214500,20211018T214500,20211019T214500,20211020T214500,20211021T214500,20211022T214500,20211023T214500,20211024T214500,20211026T214500,20211029T214500,20211030T214500,20211031T214500,20211101T214500,20211102T214500,20211103T214500,20211104T214500,20211105T214500,20211106T214500,20211107T214500,20211108T214500,20211109T214500,20211110T214500,20211111T214500,20211112T214500,20211113T214500,20211114T214500,20211117T214500,20211118T214500,20211119T214500,20211120T214500,20211121T214500,20211122T214500,20211123T214500,20211124T214500,20211125T214500,20211126T214500,20211127T214500,20211128T214500,20211129T214500,20211130T214500,20211201T214500,20211202T214500,20211203T214500,20211204T214500,20211205T214500,20211206T214500,20211207T214500,20211208T214500,20211209T214500,20211210T214500,20211211T214500,20211212T214500,20211213T214500,20211214T214500,20211215T214500,20211216T214500,20211217T214500,20211218T214500,20211219T214500,20211220T214500,20211221T214500,20211222T214500,20211223T214500,20211224T214500,20211225T214500,20211227T214500,20211228T214500,20211229T214500,20211230T214500,20211231T214500,20220101T214500,20220102T214500,20220103T214500,20220104T214500,20220105T214500,20220106T214500,20220107T214500,20220108T214500,20220109T214500,20220110T214500,20220111T214500,20220112T214500,20220113T214500,20220114T214500,20220115T214500,20220116T214500,20220117T214500,20220119T214500,20220120T214500,20220121T214500,20220122T214500,20220123T214500,20220124T214500,20220125T214500,20220126T214500,20220127T214500,20220128T214500,20220129T214500,20220130T214500,20220131T214500,20220201T214500,20220202T214500,20220203T214500,20220204T214500,20220205T214500,20220206T214500,20220207T214500,20220208T214500,20220209T214500,20220210T214500,20220211T214500,20220212T214500,20220213T214500,20220214T214500"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2021-06-26,2021-06-27,,
179302c1-477d-449e-9a7b-affa2ce85f8c,"{""rrule"": ""DTSTART:20220217T170000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-17,2022-02-17,2022-02-17,
f880ccd3-fbaa-43b9-bc23-39caab963774,"{""rrule"": ""DTSTART:20220217T210000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-17,2022-02-17,2022-02-17,
eb3ab6fb-1e80-444b-890d-02a427359231,"{""rrule"": ""DTSTART:20220219T180000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220219T180000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-18,2022-02-19,2022-02-19,
f4512c0f-e99c-4e36-881a-8aff1bb59634,"{""rrule"": ""DTSTART:20220204T180000\nRRULE:FREQ=WEEKLY;UNTIL=20220701T180000;BYDAY=FR\nEXDATE:20220218T180000,20220325T180000,20220401T180000,20220513T180000,20220520T180000,20220527T180000,20220603T180000,20220624T180000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-04,2022-02-04,,
e008cc28-260a-4ee8-8525-c3e7940751b8,"{""rrule"": ""DTSTART:20220221T180000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-20,2022-02-21,2022-02-21,
94d981d0-5334-4bad-8217-458fc4626727,"{""rrule"": ""DTSTART:20220220T180000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220220T180000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-19,2022-02-20,2022-02-20,
d76595e8-79b3-46b4-951d-758232d33467,"{""rrule"": ""DTSTART:20220222T140000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-21,2022-02-22,2022-02-22,
04ae4795-f296-4b5e-9212-641ab49e60ad,"{""rrule"": ""DTSTART:20220221T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220221T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-20,2022-02-21,2022-02-21,
e93ffd99-b8d6-4242-8ed5-a7a887ddaf91,"{""rrule"": ""DTSTART:20220226T140000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-26,2022-02-26,2022-02-26,
a0ae1c99-20a0-4874-858f-4dc552f1533a,"{""rrule"": ""DTSTART:20220228T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220228T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-27,2022-02-28,2022-02-28,
3b56fdae-4d60-4e6f-a2b5-5e76e3a3e891,"{""rrule"": ""DTSTART:20220306T180000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-05,2022-03-06,2022-03-06,
db41a456-ea9b-4cb2-ba35-eb1c813cfec7,"{""rrule"": ""DTSTART:20220307T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220307T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-06,2022-03-07,2022-03-07,
cd038d9b-51bb-4974-bec4-fcccfeefdd47,"{""rrule"": ""DTSTART:20220308T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220308T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-07,2022-03-08,2022-03-08,
df869c6c-8753-47d1-923d-2c6768dcb32f,"{""rrule"": ""DTSTART:20220309T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220309T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-08,2022-03-09,2022-03-09,
099fe0f1-6723-4b92-a0b9-c5c8969f5002,"{""rrule"": ""DTSTART:20220310T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220310T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-09,2022-03-10,2022-03-10,
48d1ed68-c5da-4b96-a625-2b60b0ddeb75,"{""rrule"": ""DTSTART:20220317T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220317T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-11,2022-03-17,2022-03-17,
d65d55e7-a461-4e64-8916-bb99ed6524c0,"{""rrule"": ""DTSTART:20220311T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220311T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-10,2022-03-11,2022-03-11,
543ecd45-21fd-4ec9-ba3e-234dbf0e4e49,"{""rrule"": ""DTSTART:20220202T153000\nRRULE:FREQ=DAILY;UNTIL=20220314T153000\nEXDATE:20220226T153000,20220228T153000,20220304T153000,20220308T153000,20220310T153000,20220311T153000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-02-01,2022-02-02,,
917eac1a-2a87-4d58-96a1-a8c70db5769d,"{""rrule"": ""DTSTART:20220314T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220314T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-13,2022-03-14,2022-03-14,
693571b0-1cd7-4427-83c5-75770ec54184,"{""rrule"": ""DTSTART:20220323T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220323T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-15,2022-03-23,2022-03-23,
0a03e36c-fd68-4c60-bd58-95e8b4099c53,"{""rrule"": ""DTSTART:20220315T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220315T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-14,2022-03-15,2022-03-15,
6c458adf-1a1d-4b5d-a714-1baf5302be8d,"{""rrule"": ""DTSTART:20220331T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220331T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-17,2022-03-31,2022-03-31,
2710547a-3f4b-48c0-8d54-35b4afbc0322,"{""rrule"": ""DTSTART:20220327T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220327T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-23,2022-03-27,2022-03-27,
279b160d-9464-4d87-8b1e-2928e31c4ffe,"{""rrule"": ""DTSTART:20220330T180000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220330T180000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-25,2022-03-30,2022-03-30,
b83c97eb-e97a-4c38-be8e-38a4689920a6,"{""rrule"": ""DTSTART:20220331T180000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220331T180000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-30,2022-03-31,2022-03-31,
516db598-28f5-408d-8669-854998f55d58,"{""rrule"": ""DTSTART:20220402T180000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220402T180000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-31,2022-04-02,2022-04-02,
e0c6bb5e-8726-491c-8775-62e4a181c70a,"{""rrule"": ""DTSTART:20220401T180000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-31,2022-04-01,2022-04-01,
02d485f1-edb5-41ff-ab1a-2c838b4b2b5f,"{""rrule"": ""DTSTART:20220415T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220415T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-04-01,2022-04-15,2022-04-15,
91b5e975-cb32-4529-8fa6-1b40b385ab55,"{""rrule"": ""DTSTART:20220401T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220401T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-03-31,2022-04-01,2022-04-01,
72dcb379-1077-4d77-821b-e6f5b6e5fcd4,"{""rrule"": ""DTSTART:20220422T180000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220422T180000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-04-02,2022-04-22,2022-04-22,
9441dfd4-9beb-4f72-9568-07054e320b27,"{""rrule"": ""DTSTART:20220404T140000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-04-03,2022-04-04,2022-04-04,
e01f1e0b-e635-49a8-9da7-c83c51468a0c,"{""rrule"": ""DTSTART:20201223T093000\nRRULE:FREQ=DAILY\nEXDATE:20201225T093000,20210207T093000,20210214T093000,20210221T093000,20210405T093000,20210411T093000,20210529T093000,20210606T093000,20220417T093000,20220423T093000,20220527T093000,20220529T093000,20220703T093000,20220717T093000,20220724T093000,20220727T093000,20220801T093000,20220802T093000,20220903T093000,20220918T093000,20220925T093000,20221002T093000,20221030T093000,20221210T093000,20221211T093000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2020-12-22,2020-12-23,,
cbb38601-4ea9-4bb0-a398-4a5a7b037100,"{""rrule"": ""DTSTART:20220423T140000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-04-22,2022-04-23,2022-04-23,
eb6021ab-a549-4378-861b-8c544aec9544,"{""rrule"": ""DTSTART:20220422T140000\nRRULE:FREQ=WEEKLY;UNTIL=20220812T140000;BYDAY=FR\nEXDATE:20220422T140000,20220506T140000,20220513T140000,20220527T140000,20220617T140000,20220722T140000,20220805T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-04-22,2022-04-22,,
8d2cd1dc-f9f2-4a36-aaf6-7a3c4769588a,"{""rrule"": ""DTSTART:20220425T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220425T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-04-24,2022-04-25,2022-04-25,
24f01f96-777e-4b92-81b1-6810cb563e17,"{""rrule"": ""DTSTART:20220426T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220426T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-04-25,2022-04-26,2022-04-26,
842e0b9e-d6db-4c72-bb88-77570fbddb03,"{""rrule"": ""DTSTART:20220427T140000\nRRULE:FREQ=DAILY;COUNT=1\nEXDATE:20220427T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-04-26,2022-04-27,2022-04-27,
fc91ddc9-587b-452c-8838-3e19f61007d1,"{""rrule"": ""DTSTART:20220428T120000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-04-28,2022-04-28,2022-04-28,
152731b6-a384-4ddc-b96e-c36b86d9b2a5,"{""rrule"": ""DTSTART:20220428T140000\nRRULE:FREQ=DAILY\nEXDATE:20220513T140000,20220527T140000,20220724T140000,20220803T140000,20220804T140000,20230103T140000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-04-28,2022-04-28,,
33edfc03-b947-4685-b2da-098ddfe4aa27,"{""rrule"": ""DTSTART:20220429T120000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-04-29,2022-04-29,2022-04-29,
cdf1ec1d-1f48-4530-87b4-b182a7bd3160,"{""rrule"": ""DTSTART:20220429T160000\nRRULE:FREQ=DAILY\nEXDATE:20220513T160000,20220527T160000,20220629T160000,20220719T160000,20220724T160000,20220801T160000,20220803T160000,20220804T160000,20220904T160000,20221106T160000,20221120T160000,20221210T160000"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-04-29,2022-04-29,,
73a0c347-d2f0-49f6-abd0-05da5f3375ea,"{""rrule"": ""DTSTART:20220501T180000\nRRULE:COUNT=1;FREQ=DAILY"", ""margin"": {""after"": 0, ""before"": 0}, ""reminder_margin"": [{""after"": 0, ""before"": 0}], ""reminder_enabled"": true}",f631b60141507cfce87e8e581b1cc179,2022-04-30,2022-05-01,2022-05-01,
